,produto,categoria,Ano,quantidade_L
1707,Base Champenoise champanha,DERIVADOS,2006,0
1708,Base Charmat champanha,DERIVADOS,2006,0
1709,Bebida de uva,DERIVADOS,2006,0
1710,Polpa de uva,DERIVADOS,2006,1006000
1711,Mosto simples,DERIVADOS,2006,25903812
1712,Mosto concentrado,DERIVADOS,2006,0
1713,Mosto de uva com bagaço,DERIVADOS,2006,0
1714,Mosto dessulfitado,DERIVADOS,2006,0
1715,Mistelas,DERIVADOS,2006,0
1716,Néctar de uva,DERIVADOS,2006,0
1717,Licorosos,DERIVADOS,2006,0
1718,Compostos,DERIVADOS,2006,0
1719,Jeropiga,DERIVADOS,2006,0
1720,Filtrado,DERIVADOS,2006,0
1721,Frisante,DERIVADOS,2006,0
1722,Vinho leve,DERIVADOS,2006,0
1723,Vinho licoroso,DERIVADOS,2006,28500
1724,Brandy,DERIVADOS,2006,0
1725,Destilado,DERIVADOS,2006,0
1726,Bagaceira,DERIVADOS,2006,24250
1727,Licor de bagaceira,DERIVADOS,2006,0
1728,Vinagre,DERIVADOS,2006,0
1729,Borra líquida,DERIVADOS,2006,57333
1730,Borra seca,DERIVADOS,2006,0
1731,Vinho Composto,DERIVADOS,2006,0
1732,Pisco,DERIVADOS,2006,0
1733,Vinho orgânico,DERIVADOS,2006,22933
1734,Espumante orgânico,DERIVADOS,2006,0
1735,Destilado alcoólico simples de bagaceira ,DERIVADOS,2006,0
1736,Vinho acidificado ,DERIVADOS,2006,0
1737,Mosto parcialmente fermentado ,DERIVADOS,2006,0
1738,Outros derivados,DERIVADOS,2006,0
1739,Tinto,VINHO DE MESA,2007,228156220
1740,Branco,VINHO DE MESA,2007,42118552
1741,Rosado,VINHO DE MESA,2007,5013136
1742,Tinto,VINHO FINO DE MESA (VINÍFERA),2007,24786071
1743,Branco,VINHO FINO DE MESA (VINÍFERA),2007,17598428
1744,Rosado,VINHO FINO DE MESA (VINÍFERA),2007,791985
1745,Suco de uva integral,SUCO,2007,10147037
1746,Suco de uva concentrado,SUCO,2007,19280709
1747,Suco de uva adoçado,SUCO,2007,709098
1748,Suco de uva orgânico,SUCO,2007,0
1749,Suco de uva reconstituído,SUCO,2007,0
1750,Espumante,DERIVADOS,2007,0
1751,Espumante moscatel,DERIVADOS,2007,589332
1752,Base espumante,DERIVADOS,2007,78250
1753,Base espumante moscatel,DERIVADOS,2007,111200
1754,Base Champenoise champanha,DERIVADOS,2007,0
1755,Base Charmat champanha,DERIVADOS,2007,0
1756,Bebida de uva,DERIVADOS,2007,0
1757,Polpa de uva,DERIVADOS,2007,1083202
1758,Mosto simples,DERIVADOS,2007,37558010
1759,Mosto concentrado,DERIVADOS,2007,110000
1760,Mosto de uva com bagaço,DERIVADOS,2007,0
1761,Mosto dessulfitado,DERIVADOS,2007,0
1762,Mistelas,DERIVADOS,2007,1900
1763,Néctar de uva,DERIVADOS,2007,0
1764,Licorosos,DERIVADOS,2007,0
1765,Compostos,DERIVADOS,2007,0
1766,Jeropiga,DERIVADOS,2007,0
1767,Filtrado,DERIVADOS,2007,0
1768,Frisante,DERIVADOS,2007,0
1769,Vinho leve,DERIVADOS,2007,0
1770,Vinho licoroso,DERIVADOS,2007,27926
1771,Brandy,DERIVADOS,2007,0
1772,Destilado,DERIVADOS,2007,0
1773,Bagaceira,DERIVADOS,2007,48500
1774,Licor de bagaceira,DERIVADOS,2007,0
1775,Vinagre,DERIVADOS,2007,0
1776,Borra líquida,DERIVADOS,2007,2095873
1777,Borra seca,DERIVADOS,2007,0
1778,Vinho Composto,DERIVADOS,2007,0
1779,Pisco,DERIVADOS,2007,0
1780,Vinho orgânico,DERIVADOS,2007,307410
1781,Espumante orgânico,DERIVADOS,2007,0
1782,Destilado alcoólico simples de bagaceira ,DERIVADOS,2007,0
1783,Vinho acidificado ,DERIVADOS,2007,0
1784,Mosto parcialmente fermentado ,DERIVADOS,2007,0
1785,Outros derivados,DERIVADOS,2007,0
1786,Tinto,VINHO DE MESA,2008,241057928
1787,Branco,VINHO DE MESA,2008,42942053
1788,Rosado,VINHO DE MESA,2008,3506830
1789,Tinto,VINHO FINO DE MESA (VINÍFERA),2008,27583032
1790,Branco,VINHO FINO DE MESA (VINÍFERA),2008,18812571
1791,Rosado,VINHO FINO DE MESA (VINÍFERA),2008,938898
1792,Suco de uva integral,SUCO,2008,11817941
1793,Suco de uva concentrado,SUCO,2008,23014646
1794,Suco de uva adoçado,SUCO,2008,815407
1795,Suco de uva orgânico,SUCO,2008,0
1796,Suco de uva reconstituído,SUCO,2008,0
1797,Espumante,DERIVADOS,2008,88690
1798,Espumante moscatel,DERIVADOS,2008,1113462
1799,Base espumante,DERIVADOS,2008,220120
1800,Base espumante moscatel,DERIVADOS,2008,474721
1801,Base Champenoise champanha,DERIVADOS,2008,0
1802,Base Charmat champanha,DERIVADOS,2008,0
1803,Bebida de uva,DERIVADOS,2008,1082700
1804,Polpa de uva,DERIVADOS,2008,1188260
1805,Mosto simples,DERIVADOS,2008,53683415
1806,Mosto concentrado,DERIVADOS,2008,0
1807,Mosto de uva com bagaço,DERIVADOS,2008,0
1808,Mosto dessulfitado,DERIVADOS,2008,0
1809,Mistelas,DERIVADOS,2008,2000
1810,Néctar de uva,DERIVADOS,2008,0
1811,Licorosos,DERIVADOS,2008,0
1812,Compostos,DERIVADOS,2008,0
1813,Jeropiga,DERIVADOS,2008,0
1814,Filtrado,DERIVADOS,2008,0
1815,Frisante,DERIVADOS,2008,0
1816,Vinho leve,DERIVADOS,2008,0
1817,Vinho licoroso,DERIVADOS,2008,65650
1818,Brandy,DERIVADOS,2008,0
1819,Destilado,DERIVADOS,2008,0
1820,Bagaceira,DERIVADOS,2008,8500
1821,Licor de bagaceira,DERIVADOS,2008,0
1822,Vinagre,DERIVADOS,2008,0
1823,Borra líquida,DERIVADOS,2008,1679775
1824,Borra seca,DERIVADOS,2008,0
1825,Vinho Composto,DERIVADOS,2008,0
1826,Pisco,DERIVADOS,2008,0
1827,Vinho orgânico,DERIVADOS,2008,15000
1828,Espumante orgânico,DERIVADOS,2008,0
1829,Destilado alcoólico simples de bagaceira ,DERIVADOS,2008,0
1830,Vinho acidificado ,DERIVADOS,2008,0
1831,Mosto parcialmente fermentado ,DERIVADOS,2008,0
1832,Outros derivados,DERIVADOS,2008,0
1833,Tinto,VINHO DE MESA,2009,164143454
1834,Branco,VINHO DE MESA,2009,39211278
1835,Rosado,VINHO DE MESA,2009,2063474
1836,Tinto,VINHO FINO DE MESA (VINÍFERA),2009,18209043
1837,Branco,VINHO FINO DE MESA (VINÍFERA),2009,21366975
1838,Rosado,VINHO FINO DE MESA (VINÍFERA),2009,324550
1839,Suco de uva integral,SUCO,2009,16034003
1840,Suco de uva concentrado,SUCO,2009,23006457
1841,Suco de uva adoçado,SUCO,2009,674638
1842,Suco de uva orgânico,SUCO,2009,0
1843,Suco de uva reconstituído,SUCO,2009,0
1844,Espumante,DERIVADOS,2009,0
1845,Espumante moscatel,DERIVADOS,2009,1190500
1846,Base espumante,DERIVADOS,2009,335850
1847,Base espumante moscatel,DERIVADOS,2009,442150
1848,Base Champenoise champanha,DERIVADOS,2009,0
1849,Base Charmat champanha,DERIVADOS,2009,0
1850,Bebida de uva,DERIVADOS,2009,420
1851,Polpa de uva,DERIVADOS,2009,1352417
1852,Mosto simples,DERIVADOS,2009,53418555
1853,Mosto concentrado,DERIVADOS,2009,0
1854,Mosto de uva com bagaço,DERIVADOS,2009,0
1855,Mosto dessulfitado,DERIVADOS,2009,0
1856,Mistelas,DERIVADOS,2009,3500
1857,Néctar de uva,DERIVADOS,2009,0
1858,Licorosos,DERIVADOS,2009,38000
1859,Compostos,DERIVADOS,2009,0
1860,Jeropiga,DERIVADOS,2009,0
1861,Filtrado,DERIVADOS,2009,0
1862,Frisante,DERIVADOS,2009,0
1863,Vinho leve,DERIVADOS,2009,0
1864,Vinho licoroso,DERIVADOS,2009,0
1865,Brandy,DERIVADOS,2009,0
1866,Destilado,DERIVADOS,2009,0
1867,Bagaceira,DERIVADOS,2009,6500
1868,Licor de bagaceira,DERIVADOS,2009,0
1869,Vinagre,DERIVADOS,2009,0
1870,Borra líquida,DERIVADOS,2009,0
1871,Borra seca,DERIVADOS,2009,0
1872,Vinho Composto,DERIVADOS,2009,0
1873,Pisco,DERIVADOS,2009,0
1874,Vinho orgânico,DERIVADOS,2009,0
1875,Espumante orgânico,DERIVADOS,2009,0
1876,Destilado alcoólico simples de bagaceira ,DERIVADOS,2009,0
1877,Vinho acidificado ,DERIVADOS,2009,0
1878,Mosto parcialmente fermentado ,DERIVADOS,2009,0
1879,Outros derivados,DERIVADOS,2009,0
1880,Tinto,VINHO DE MESA,2010,157290088
1881,Branco,VINHO DE MESA,2010,35408083
1882,Rosado,VINHO DE MESA,2010,2569809
1883,Tinto,VINHO FINO DE MESA (VINÍFERA),2010,11401406
1884,Branco,VINHO FINO DE MESA (VINÍFERA),2010,13013027
1885,Rosado,VINHO FINO DE MESA (VINÍFERA),2010,391280
1886,Suco de uva integral,SUCO,2010,26887259
1887,Suco de uva concentrado,SUCO,2010,23238685
1888,Suco de uva adoçado,SUCO,2010,0
1889,Suco de uva orgânico,SUCO,2010,0
1890,Suco de uva reconstituído,SUCO,2010,0
1891,Espumante,DERIVADOS,2010,10125
1892,Espumante moscatel,DERIVADOS,2010,703393
1893,Base espumante,DERIVADOS,2010,0
1894,Base espumante moscatel,DERIVADOS,2010,1144508
1895,Base Champenoise champanha,DERIVADOS,2010,92082
1896,Base Charmat champanha,DERIVADOS,2010,254000
1897,Bebida de uva,DERIVADOS,2010,7900
1898,Polpa de uva,DERIVADOS,2010,1951606
1899,Mosto simples,DERIVADOS,2010,45912040
1900,Mosto concentrado,DERIVADOS,2010,0
1901,Mosto de uva com bagaço,DERIVADOS,2010,0
1902,Mosto dessulfitado,DERIVADOS,2010,0
1903,Mistelas,DERIVADOS,2010,0
1904,Néctar de uva,DERIVADOS,2010,0
1905,Licorosos,DERIVADOS,2010,0
1906,Compostos,DERIVADOS,2010,0
1907,Jeropiga,DERIVADOS,2010,69000
1908,Filtrado,DERIVADOS,2010,0
1909,Frisante,DERIVADOS,2010,831000
1910,Vinho leve,DERIVADOS,2010,0
1911,Vinho licoroso,DERIVADOS,2010,15000
1912,Brandy,DERIVADOS,2010,0
1913,Destilado,DERIVADOS,2010,0
1914,Bagaceira,DERIVADOS,2010,0
1915,Licor de bagaceira,DERIVADOS,2010,0
1916,Vinagre,DERIVADOS,2010,5817
1917,Borra líquida,DERIVADOS,2010,64304
1918,Borra seca,DERIVADOS,2010,149981
1919,Vinho Composto,DERIVADOS,2010,0
1920,Pisco,DERIVADOS,2010,0
1921,Vinho orgânico,DERIVADOS,2010,0
1922,Espumante orgânico,DERIVADOS,2010,0
1923,Destilado alcoólico simples de bagaceira ,DERIVADOS,2010,0
1924,Vinho acidificado ,DERIVADOS,2010,0
1925,Mosto parcialmente fermentado ,DERIVADOS,2010,0
1926,Outros derivados,DERIVADOS,2010,0
1927,Tinto,VINHO DE MESA,2011,210113358
1928,Branco,VINHO DE MESA,2011,46007504
1929,Rosado,VINHO DE MESA,2011,1719887
1930,Tinto,VINHO FINO DE MESA (VINÍFERA),2011,24104740
1931,Branco,VINHO FINO DE MESA (VINÍFERA),2011,22739426
1932,Rosado,VINHO FINO DE MESA (VINÍFERA),2011,754305
1933,Suco de uva integral,SUCO,2011,39487800
1934,Suco de uva concentrado,SUCO,2011,29564324
1935,Suco de uva adoçado,SUCO,2011,312200
1936,Suco de uva orgânico,SUCO,2011,0
1937,Suco de uva reconstituído,SUCO,2011,0
1938,Espumante,DERIVADOS,2011,26361
1939,Espumante moscatel,DERIVADOS,2011,219100
1940,Base espumante,DERIVADOS,2011,0
1941,Base espumante moscatel,DERIVADOS,2011,2749540
1942,Base Champenoise champanha,DERIVADOS,2011,74746
1943,Base Charmat champanha,DERIVADOS,2011,865858
1944,Bebida de uva,DERIVADOS,2011,0
1945,Polpa de uva,DERIVADOS,2011,2480120
1946,Mosto simples,DERIVADOS,2011,77285998
1947,Mosto concentrado,DERIVADOS,2011,0
1948,Mosto de uva com bagaço,DERIVADOS,2011,1037600
1949,Mosto dessulfitado,DERIVADOS,2011,0
1950,Mistelas,DERIVADOS,2011,0
1951,Néctar de uva,DERIVADOS,2011,0
1952,Licorosos,DERIVADOS,2011,0
1953,Compostos,DERIVADOS,2011,0
1954,Jeropiga,DERIVADOS,2011,0
1955,Filtrado,DERIVADOS,2011,0
1956,Frisante,DERIVADOS,2011,1003800
1957,Vinho leve,DERIVADOS,2011,0
1958,Vinho licoroso,DERIVADOS,2011,0
1959,Brandy,DERIVADOS,2011,0
1960,Destilado,DERIVADOS,2011,0
1961,Bagaceira,DERIVADOS,2011,0
1962,Licor de bagaceira,DERIVADOS,2011,0
1963,Vinagre,DERIVADOS,2011,0
1964,Borra líquida,DERIVADOS,2011,0
1965,Borra seca,DERIVADOS,2011,0
1966,Vinho Composto,DERIVADOS,2011,0
1967,Pisco,DERIVADOS,2011,0
1968,Vinho orgânico,DERIVADOS,2011,5600
1969,Espumante orgânico,DERIVADOS,2011,0
1970,Destilado alcoólico simples de bagaceira ,DERIVADOS,2011,0
1971,Vinho acidificado ,DERIVADOS,2011,0
1972,Mosto parcialmente fermentado ,DERIVADOS,2011,0
1973,Outros derivados,DERIVADOS,2011,0
1974,Tinto,VINHO DE MESA,2012,175875432
1975,Branco,VINHO DE MESA,2012,34938249
1976,Rosado,VINHO DE MESA,2012,1963356
1977,Tinto,VINHO FINO DE MESA (VINÍFERA),2012,24027589
1978,Branco,VINHO FINO DE MESA (VINÍFERA),2012,20647238
1979,Rosado,VINHO FINO DE MESA (VINÍFERA),2012,525903
1980,Suco de uva integral,SUCO,2012,31908829
1981,Suco de uva concentrado,SUCO,2012,37624855
1982,Suco de uva adoçado,SUCO,2012,533048
1983,Suco de uva orgânico,SUCO,2012,0
1984,Suco de uva reconstituído,SUCO,2012,0
1985,Espumante,DERIVADOS,2012,17200
1986,Espumante moscatel,DERIVADOS,2012,139775
1987,Base espumante,DERIVADOS,2012,0
1988,Base espumante moscatel,DERIVADOS,2012,2798908
1989,Base Champenoise champanha,DERIVADOS,2012,369278
1990,Base Charmat champanha,DERIVADOS,2012,479625
1991,Bebida de uva,DERIVADOS,2012,0
1992,Polpa de uva,DERIVADOS,2012,2797665
1993,Mosto simples,DERIVADOS,2012,93341575
1994,Mosto concentrado,DERIVADOS,2012,0
1995,Mosto de uva com bagaço,DERIVADOS,2012,0
1996,Mosto dessulfitado,DERIVADOS,2012,0
1997,Mistelas,DERIVADOS,2012,200
1998,Néctar de uva,DERIVADOS,2012,0
1999,Licorosos,DERIVADOS,2012,26775
2000,Compostos,DERIVADOS,2012,7600
2001,Jeropiga,DERIVADOS,2012,0
2002,Filtrado,DERIVADOS,2012,0
2003,Frisante,DERIVADOS,2012,778500
2004,Vinho leve,DERIVADOS,2012,0
2005,Vinho licoroso,DERIVADOS,2012,0
2006,Brandy,DERIVADOS,2012,0
2007,Destilado,DERIVADOS,2012,0
2008,Bagaceira,DERIVADOS,2012,0
2009,Licor de bagaceira,DERIVADOS,2012,0
2010,Vinagre,DERIVADOS,2012,0
2011,Borra líquida,DERIVADOS,2012,0
2012,Borra seca,DERIVADOS,2012,0
2013,Vinho Composto,DERIVADOS,2012,0
2014,Pisco,DERIVADOS,2012,0
2015,Vinho orgânico,DERIVADOS,2012,0
2016,Espumante orgânico,DERIVADOS,2012,0
2017,Destilado alcoólico simples de bagaceira ,DERIVADOS,2012,0
2018,Vinho acidificado ,DERIVADOS,2012,0
2019,Mosto parcialmente fermentado ,DERIVADOS,2012,0
2020,Outros derivados,DERIVADOS,2012,0
2021,Tinto,VINHO DE MESA,2013,163111797
2022,Branco,VINHO DE MESA,2013,32066403
2023,Rosado,VINHO DE MESA,2013,1726022
2024,Tinto,VINHO FINO DE MESA (VINÍFERA),2013,23156458
2025,Branco,VINHO FINO DE MESA (VINÍFERA),2013,21906349
2026,Rosado,VINHO FINO DE MESA (VINÍFERA),2013,719723
2027,Suco de uva integral,SUCO,2013,33673396
2028,Suco de uva concentrado,SUCO,2013,31206394
2029,Suco de uva adoçado,SUCO,2013,0
2030,Suco de uva orgânico,SUCO,2013,0
2031,Suco de uva reconstituído,SUCO,2013,0
2032,Espumante,DERIVADOS,2013,30275
2033,Espumante moscatel,DERIVADOS,2013,159781
2034,Base espumante,DERIVADOS,2013,0
2035,Base espumante moscatel,DERIVADOS,2013,1470700
2036,Base Champenoise champanha,DERIVADOS,2013,359617
2037,Base Charmat champanha,DERIVADOS,2013,624728
2038,Bebida de uva,DERIVADOS,2013,4260
2039,Polpa de uva,DERIVADOS,2013,1742152
2040,Mosto simples,DERIVADOS,2013,58517506
2041,Mosto concentrado,DERIVADOS,2013,0
2042,Mosto de uva com bagaço,DERIVADOS,2013,0
2043,Mosto dessulfitado,DERIVADOS,2013,0
2044,Mistelas,DERIVADOS,2013,2500
2045,Néctar de uva,DERIVADOS,2013,10000
2046,Licorosos,DERIVADOS,2013,0
2047,Compostos,DERIVADOS,2013,0
2048,Jeropiga,DERIVADOS,2013,0
2049,Filtrado,DERIVADOS,2013,0
2050,Frisante,DERIVADOS,2013,1009000
2051,Vinho leve,DERIVADOS,2013,0
2052,Vinho licoroso,DERIVADOS,2013,100
2053,Brandy,DERIVADOS,2013,0
2054,Destilado,DERIVADOS,2013,0
2055,Bagaceira,DERIVADOS,2013,0
2056,Licor de bagaceira,DERIVADOS,2013,0
2057,Vinagre,DERIVADOS,2013,0
2058,Borra líquida,DERIVADOS,2013,63111
2059,Borra seca,DERIVADOS,2013,78397
2060,Vinho Composto,DERIVADOS,2013,0
2061,Pisco,DERIVADOS,2013,0
2062,Vinho orgânico,DERIVADOS,2013,0
2063,Espumante orgânico,DERIVADOS,2013,0
2064,Destilado alcoólico simples de bagaceira ,DERIVADOS,2013,0
2065,Vinho acidificado ,DERIVADOS,2013,0
2066,Mosto parcialmente fermentado ,DERIVADOS,2013,0
2067,Outros derivados,DERIVADOS,2013,0
2068,Tinto,VINHO DE MESA,2014,157776363
2069,Branco,VINHO DE MESA,2014,37438069
2070,Rosado,VINHO DE MESA,2014,958691
2071,Tinto,VINHO FINO DE MESA (VINÍFERA),2014,17208996
2072,Branco,VINHO FINO DE MESA (VINÍFERA),2014,20054804
2073,Rosado,VINHO FINO DE MESA (VINÍFERA),2014,1200514
2074,Suco de uva integral,SUCO,2014,43331223
2075,Suco de uva concentrado,SUCO,2014,33392314
2076,Suco de uva adoçado,SUCO,2014,0
2077,Suco de uva orgânico,SUCO,2014,0
2078,Suco de uva reconstituído,SUCO,2014,0
2079,Espumante,DERIVADOS,2014,2700
2080,Espumante moscatel,DERIVADOS,2014,100000
2081,Base espumante,DERIVADOS,2014,0
2082,Base espumante moscatel,DERIVADOS,2014,1808044
2083,Base Champenoise champanha,DERIVADOS,2014,234725
2084,Base Charmat champanha,DERIVADOS,2014,376968
2085,Bebida de uva,DERIVADOS,2014,3860
2086,Polpa de uva,DERIVADOS,2014,2484000
2087,Mosto simples,DERIVADOS,2014,57582195
2088,Mosto concentrado,DERIVADOS,2014,0
2089,Mosto de uva com bagaço,DERIVADOS,2014,0
2090,Mosto dessulfitado,DERIVADOS,2014,0
2091,Mistelas,DERIVADOS,2014,1000
2092,Néctar de uva,DERIVADOS,2014,1140
2093,Licorosos,DERIVADOS,2014,0
2094,Compostos,DERIVADOS,2014,0
2095,Jeropiga,DERIVADOS,2014,0
2096,Filtrado,DERIVADOS,2014,0
2097,Frisante,DERIVADOS,2014,26069
2098,Vinho leve,DERIVADOS,2014,0
2099,Vinho licoroso,DERIVADOS,2014,36000
2100,Brandy,DERIVADOS,2014,0
2101,Destilado,DERIVADOS,2014,0
2102,Bagaceira,DERIVADOS,2014,0
2103,Licor de bagaceira,DERIVADOS,2014,0
2104,Vinagre,DERIVADOS,2014,53776
2105,Borra líquida,DERIVADOS,2014,50954
2106,Borra seca,DERIVADOS,2014,142850
2107,Vinho Composto,DERIVADOS,2014,3000
2108,Pisco,DERIVADOS,2014,0
2109,Vinho orgânico,DERIVADOS,2014,0
2110,Espumante orgânico,DERIVADOS,2014,0
2111,Destilado alcoólico simples de bagaceira ,DERIVADOS,2014,0
2112,Vinho acidificado ,DERIVADOS,2014,0
2113,Mosto parcialmente fermentado ,DERIVADOS,2014,0
2114,Outros derivados,DERIVADOS,2014,0
2115,Tinto,VINHO DE MESA,2015,169811472
2116,Branco,VINHO DE MESA,2015,39557250
2117,Rosado,VINHO DE MESA,2015,939838
2118,Tinto,VINHO FINO DE MESA (VINÍFERA),2015,16745896
2119,Branco,VINHO FINO DE MESA (VINÍFERA),2015,19561966
2120,Rosado,VINHO FINO DE MESA (VINÍFERA),2015,841120
2121,Suco de uva integral,SUCO,2015,52233155
2122,Suco de uva concentrado,SUCO,2015,35661313
2123,Suco de uva adoçado,SUCO,2015,0
2124,Suco de uva orgânico,SUCO,2015,0
2125,Suco de uva reconstituído,SUCO,2015,0
2126,Espumante,DERIVADOS,2015,23750
2127,Espumante moscatel,DERIVADOS,2015,110100
2128,Base espumante,DERIVADOS,2015,0
2129,Base espumante moscatel,DERIVADOS,2015,1607727
2130,Base Champenoise champanha,DERIVADOS,2015,605001
2131,Base Charmat champanha,DERIVADOS,2015,1466259
2132,Bebida de uva,DERIVADOS,2015,922
2133,Polpa de uva,DERIVADOS,2015,2371140
2134,Mosto simples,DERIVADOS,2015,100911592
2135,Mosto concentrado,DERIVADOS,2015,0
2136,Mosto de uva com bagaço,DERIVADOS,2015,0
2137,Mosto dessulfitado,DERIVADOS,2015,0
2138,Mistelas,DERIVADOS,2015,0
2139,Néctar de uva,DERIVADOS,2015,1000
2140,Licorosos,DERIVADOS,2015,0
2141,Compostos,DERIVADOS,2015,0
2142,Jeropiga,DERIVADOS,2015,0
2143,Filtrado,DERIVADOS,2015,0
2144,Frisante,DERIVADOS,2015,0
2145,Vinho leve,DERIVADOS,2015,0
2146,Vinho licoroso,DERIVADOS,2015,56000
2147,Brandy,DERIVADOS,2015,0
2148,Destilado,DERIVADOS,2015,0
2149,Bagaceira,DERIVADOS,2015,1350
2150,Licor de bagaceira,DERIVADOS,2015,0
2151,Vinagre,DERIVADOS,2015,25800
2152,Borra líquida,DERIVADOS,2015,48833
2153,Borra seca,DERIVADOS,2015,120230
2154,Vinho Composto,DERIVADOS,2015,0
2155,Pisco,DERIVADOS,2015,0
2156,Vinho orgânico,DERIVADOS,2015,0
2157,Espumante orgânico,DERIVADOS,2015,0
2158,Destilado alcoólico simples de bagaceira ,DERIVADOS,2015,0
2159,Vinho acidificado ,DERIVADOS,2015,0
2160,Mosto parcialmente fermentado ,DERIVADOS,2015,0
2161,Outros derivados,DERIVADOS,2015,0
2162,Tinto,VINHO DE MESA,2016,75279191
2163,Branco,VINHO DE MESA,2016,10727099
2164,Rosado,VINHO DE MESA,2016,312725
2165,Tinto,VINHO FINO DE MESA (VINÍFERA),2016,8774847
2166,Branco,VINHO FINO DE MESA (VINÍFERA),2016,8705066
2167,Rosado,VINHO FINO DE MESA (VINÍFERA),2016,590713
2168,Suco de uva integral,SUCO,2016,31117869
2169,Suco de uva concentrado,SUCO,2016,11092520
2170,Suco de uva adoçado,SUCO,2016,0
2171,Suco de uva orgânico,SUCO,2016,0
2172,Suco de uva reconstituído,SUCO,2016,0
2173,Espumante,DERIVADOS,2016,1500
2174,Espumante moscatel,DERIVADOS,2016,100000
2175,Base espumante,DERIVADOS,2016,0
2176,Base espumante moscatel,DERIVADOS,2016,1325700
2177,Base Champenoise champanha,DERIVADOS,2016,740395
2178,Base Charmat champanha,DERIVADOS,2016,250280
2179,Bebida de uva,DERIVADOS,2016,3474
2180,Polpa de uva,DERIVADOS,2016,1620430
2181,Mosto simples,DERIVADOS,2016,49770993
2182,Mosto concentrado,DERIVADOS,2016,0
2183,Mosto de uva com bagaço,DERIVADOS,2016,0
2184,Mosto dessulfitado,DERIVADOS,2016,0
2185,Mistelas,DERIVADOS,2016,0
2186,Néctar de uva,DERIVADOS,2016,0
2187,Licorosos,DERIVADOS,2016,0
2188,Compostos,DERIVADOS,2016,0
2189,Jeropiga,DERIVADOS,2016,0
2190,Filtrado,DERIVADOS,2016,0
2191,Frisante,DERIVADOS,2016,0
2192,Vinho leve,DERIVADOS,2016,0
2193,Vinho licoroso,DERIVADOS,2016,24200
2194,Brandy,DERIVADOS,2016,0
2195,Destilado,DERIVADOS,2016,0
2196,Bagaceira,DERIVADOS,2016,1000
2197,Licor de bagaceira,DERIVADOS,2016,0
2198,Vinagre,DERIVADOS,2016,5000
2199,Borra líquida,DERIVADOS,2016,24975
2200,Borra seca,DERIVADOS,2016,82367
2201,Vinho Composto,DERIVADOS,2016,0
2202,Pisco,DERIVADOS,2016,0
2203,Vinho orgânico,DERIVADOS,2016,0
2204,Espumante orgânico,DERIVADOS,2016,0
2205,Destilado alcoólico simples de bagaceira ,DERIVADOS,2016,0
2206,Vinho acidificado ,DERIVADOS,2016,0
2207,Mosto parcialmente fermentado ,DERIVADOS,2016,0
2208,Outros derivados,DERIVADOS,2016,0
2209,Tinto,VINHO DE MESA,2017,1365957
2210,Branco,VINHO DE MESA,2017,217527985
2211,Rosado,VINHO DE MESA,2017,36121245
2212,Tinto,VINHO FINO DE MESA (VINÍFERA),2017,21442212
2213,Branco,VINHO FINO DE MESA (VINÍFERA),2017,21928400
2214,Rosado,VINHO FINO DE MESA (VINÍFERA),2017,1167258
2215,Suco de uva integral,SUCO,2017,46865626
2216,Suco de uva concentrado,SUCO,2017,30059271
2217,Suco de uva adoçado,SUCO,2017,177774
2218,Suco de uva orgânico,SUCO,2017,0
2219,Suco de uva reconstituído,SUCO,2017,59300
2220,Espumante,DERIVADOS,2017,11280
2221,Espumante moscatel,DERIVADOS,2017,152375
2222,Base espumante,DERIVADOS,2017,0
2223,Base espumante moscatel,DERIVADOS,2017,1965629
2224,Base Champenoise champanha,DERIVADOS,2017,1552403
2225,Base Charmat champanha,DERIVADOS,2017,893364
2226,Bebida de uva,DERIVADOS,2017,0
2227,Polpa de uva,DERIVADOS,2017,2507125
2228,Mosto simples,DERIVADOS,2017,101010116
2229,Mosto concentrado,DERIVADOS,2017,0
2230,Mosto de uva com bagaço,DERIVADOS,2017,772110
2231,Mosto dessulfitado,DERIVADOS,2017,0
2232,Mistelas,DERIVADOS,2017,1500
2233,Néctar de uva,DERIVADOS,2017,3000
2234,Licorosos,DERIVADOS,2017,110820
2235,Compostos,DERIVADOS,2017,0
2236,Jeropiga,DERIVADOS,2017,0
2237,Filtrado,DERIVADOS,2017,0
2238,Frisante,DERIVADOS,2017,0
2239,Vinho leve,DERIVADOS,2017,0
2240,Vinho licoroso,DERIVADOS,2017,110820
2241,Brandy,DERIVADOS,2017,0
2242,Destilado,DERIVADOS,2017,0
2243,Bagaceira,DERIVADOS,2017,900
2244,Licor de bagaceira,DERIVADOS,2017,0
2245,Vinagre,DERIVADOS,2017,25319
2246,Borra líquida,DERIVADOS,2017,0
2247,Borra seca,DERIVADOS,2017,0
2248,Vinho Composto,DERIVADOS,2017,0
2249,Pisco,DERIVADOS,2017,0
2250,Vinho orgânico,DERIVADOS,2017,0
2251,Espumante orgânico,DERIVADOS,2017,0
2252,Destilado alcoólico simples de bagaceira ,DERIVADOS,2017,0
2253,Vinho acidificado ,DERIVADOS,2017,0
2254,Mosto parcialmente fermentado ,DERIVADOS,2017,0
2255,Outros derivados,DERIVADOS,2017,0
2256,Tinto,VINHO DE MESA,2018,188270142
2257,Branco,VINHO DE MESA,2018,29229970
2258,Rosado,VINHO DE MESA,2018,875524
2259,Tinto,VINHO FINO DE MESA (VINÍFERA),2018,19118254
